Accession,Coverage,SeqLength,MW,Description,CountsTot,UniqueTot,Tyrs+Azy,Tyrs-Azy,WT+Azy,WT-Azy
sp|Q8BG32|PSD11_MOUSE,31.8,422,47436,26S proteasome non-ATPase regulatory subunit 11 OS=Mus musculus (Mouse) OX=10090 GN=Psmd11 PE=1 SV=3,12,12,12,0,0,0
sp|Q8BG51|MIRO1_MOUSE,11.4,631,72241,Mitochondrial Rho GTPase 1 OS=Mus musculus (Mouse) OX=10090 GN=Rhot1 PE=1 SV=1,10,8,4,0,1,5
sp|Q8BGQ1|SPE39_MOUSE,6.9,491,56624,Spermatogenesis-defective protein 39 homolog OS=Mus musculus (Mouse) OX=10090 GN=Vipas39 PE=1 SV=1,3,3,0,0,0,3
sp|Q8BGQ7|SYAC_MOUSE,28.4,968,106907,"Alanine--tRNA ligase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Aars PE=1 SV=1",30,30,22,2,2,4
sp|Q8BH24|TM9S4_MOUSE,13.7,643,74692,Transmembrane 9 superfamily member 4 OS=Mus musculus (Mouse) OX=10090 GN=Tm9sf4 PE=1 SV=1,17,17,3,1,6,7
sp|Q8BH59|CMC1_MOUSE,9.3,677,74569,Calcium-binding mitochondrial carrier protein Aralar1 OS=Mus musculus (Mouse) OX=10090 GN=Slc25a12 PE=1 SV=1,6,3,6,0,0,0
sp|Q8BHA3|DTD2_MOUSE,29.2,168,18236,D-aminoacyl-tRNA deacylase 2 OS=Mus musculus (Mouse) OX=10090 GN=Dtd2 PE=1 SV=1,6,6,1,0,3,2
sp|Q8BHB4|WDR3_MOUSE,3.1,942,105774,WD repeat-containing protein 3 OS=Mus musculus (Mouse) OX=10090 GN=Wdr3 PE=1 SV=1,2,2,2,0,0,0
sp|Q8BHF7|PGPS1_MOUSE,10.7,553,62488,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Pgs1 PE=1 SV=1",6,6,2,1,1,2
sp|Q8BHG1|NRDC_MOUSE,9.7,1161,132890,Nardilysin OS=Mus musculus (Mouse) OX=10090 GN=Nrdc PE=1 SV=1,10,10,9,0,0,1
sp|Q8BHN3|GANAB_MOUSE,17.1,944,106910,Neutral alpha-glucosidase AB OS=Mus musculus (Mouse) OX=10090 GN=Ganab PE=1 SV=1,12,12,12,0,0,0
sp|Q8BIJ6|SYIM_MOUSE,4.5,1012,112803,"Isoleucine--tRNA ligase, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Iars2 PE=1 SV=1",3,3,3,0,0,0
sp|Q8BJ34|MARF1_MOUSE,0.8,1730,192062,Meiosis regulator and mRNA stability factor 1 OS=Mus musculus (Mouse) OX=10090 GN=Marf1 PE=1 SV=3,3,2,1,0,0,2
sp|Q8BJ71|NUP93_MOUSE,18.1,819,93280,Nuclear pore complex protein Nup93 OS=Mus musculus (Mouse) OX=10090 GN=Nup93 PE=1 SV=1,18,18,4,0,7,7
sp|Q8BJU0|SGTA_MOUSE,11.1,315,34322,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus (Mouse) OX=10090 GN=Sgta PE=1 SV=2,3,3,3,0,0,0
sp|Q8BJW6|EIF2A_MOUSE,16.9,581,64403,Eukaryotic translation initiation factor 2A OS=Mus musculus (Mouse) OX=10090 GN=Eif2a PE=1 SV=2,7,7,7,0,0,0
sp|Q8BJY1|PSMD5_MOUSE,6.7,504,55971,26S proteasome non-ATPase regulatory subunit 5 OS=Mus musculus (Mouse) OX=10090 GN=Psmd5 PE=1 SV=4,3,3,3,0,0,0
sp|Q8BK08|TMM11_MOUSE,12.6,190,21311,"Transmembrane protein 11, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Tmem11 PE=1 SV=1",5,5,2,0,1,2
sp|Q8BK63|KC1A_MOUSE,6.5,337,38914,Casein kinase I isoform alpha OS=Mus musculus (Mouse) OX=10090 GN=Csnk1a1 PE=1 SV=2,2,2,2,0,0,0
sp|Q8BK64|AHSA1_MOUSE,18.3,338,38117,Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Mus musculus (Mouse) OX=10090 GN=Ahsa1 PE=1 SV=2,7,7,4,1,1,1
sp|Q8BK67|RCC2_MOUSE,36,520,55983,Protein RCC2 OS=Mus musculus (Mouse) OX=10090 GN=Rcc2 PE=1 SV=1,25,25,11,0,6,8
sp|Q8BK72|RT27_MOUSE,6.5,415,47778,"28S ribosomal protein S27, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Mrps27 PE=1 SV=2",2,2,2,0,0,0
sp|Q8BKC5|IPO5_MOUSE,40.9,1097,123590,Importin-5 OS=Mus musculus (Mouse) OX=10090 GN=Ipo5 PE=1 SV=3,91,91,30,7,29,25
sp|Q8BKS9|PUM3_MOUSE,13,647,72799,Pumilio homolog 3 OS=Mus musculus (Mouse) OX=10090 GN=Pum3 PE=1 SV=2,6,6,6,0,0,0
sp|Q8BKX6|SMG1_MOUSE,1,3658,409765,Serine/threonine-protein kinase SMG1 OS=Mus musculus (Mouse) OX=10090 GN=Smg1 PE=1 SV=3,3,3,0,0,0,3
sp|Q8BLF1|NCEH1_MOUSE,15.4,408,45739,Neutral cholesterol ester hydrolase 1 OS=Mus musculus (Mouse) OX=10090 GN=Nceh1 PE=1 SV=1,6,6,6,0,0,0
sp|Q8BLR2|CPNE4_MOUSE,3.2,557,62407,Copine-4 OS=Mus musculus (Mouse) OX=10090 GN=Cpne4 PE=1 SV=1,2,1,2,0,0,0
sp|Q8BM55|TM214_MOUSE,6.3,687,76429,Transmembrane protein 214 OS=Mus musculus (Mouse) OX=10090 GN=Tmem214 PE=1 SV=1,5,5,3,0,1,1
sp|Q8BMF4|ODP2_MOUSE,7.6,642,67941,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Dlat PE=1 SV=2",7,7,2,0,3,2
sp|Q8BMG7|RBGPR_MOUSE,9.9,1366,152533,Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus (Mouse) OX=10090 GN=Rab3gap2 PE=1 SV=2,15,15,2,0,4,9
sp|Q8BMI4|GEN_MOUSE,6.3,908,101778,Flap endonuclease GEN homolog 1 OS=Mus musculus (Mouse) OX=10090 GN=Gen1 PE=1 SV=2,4,4,0,0,1,3
sp|Q8BMJ2|SYLC_MOUSE,10.1,1178,134191,"Leucine--tRNA ligase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Lars PE=1 SV=2",11,11,10,0,0,1
sp|Q8BML9|SYQ_MOUSE,17.3,775,87676,Glutamine--tRNA ligase OS=Mus musculus (Mouse) OX=10090 GN=Qars PE=1 SV=1,12,12,11,0,1,0
sp|Q8BMP6|GCP60_MOUSE,16,525,60180,Golgi resident protein GCP60 OS=Mus musculus (Mouse) OX=10090 GN=Acbd3 PE=1 SV=3,6,6,5,0,0,1
sp|Q8BMS1|ECHA_MOUSE,28.3,763,82669,"Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Hadha PE=1 SV=1",23,23,17,0,3,3
sp|Q8BNQ3|G137B_MOUSE,6.2,385,44055,Integral membrane protein GPR137B OS=Mus musculus (Mouse) OX=10090 GN=Gpr137b PE=2 SV=2,3,3,2,0,0,1
sp|Q8BP47|SYNC_MOUSE,25,559,64279,"Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=NARS1 PE=1 SV=2",13,13,11,0,0,2
sp|Q8BP48|MAP11_MOUSE,12.4,386,43221,Methionine aminopeptidase 1 OS=Mus musculus (Mouse) OX=10090 GN=Metap1 PE=1 SV=1,3,3,2,0,0,1
sp|Q8BP67|RL24_MOUSE,25.5,157,17779,60S ribosomal protein L24 OS=Mus musculus (Mouse) OX=10090 GN=Rpl24 PE=1 SV=2,12,12,4,1,2,5
sp|Q8BPB0|MOB1B_MOUSE,8.3,216,25091,MOB kinase activator 1B OS=Mus musculus (Mouse) OX=10090 GN=Mob1b PE=1 SV=3,2,2,2,0,0,0
sp|Q921Y0|MOB1A_MOUSE,8.3,216,25079,MOB kinase activator 1A OS=Mus musculus (Mouse) OX=10090 GN=Mob1a PE=2 SV=3,2,2,2,0,0,0
sp|Q8BPM0|DAAM1_MOUSE,7.5,1077,123369,Disheveled-associated activator of morphogenesis 1 OS=Mus musculus (Mouse) OX=10090 GN=Daam1 PE=1 SV=4,19,19,4,3,6,6
sp|Q8BPN8|DMXL2_MOUSE,16.5,3032,338205,DmX-like protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Dmxl2 PE=1 SV=3,49,47,0,1,13,35
sp|Q8BRF7|SCFD1_MOUSE,4.2,639,72322,Sec1 family domain-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Scfd1 PE=1 SV=1,2,2,2,0,0,0
sp|Q8BRH0|TMTC3_MOUSE,5.2,920,104196,Protein O-mannosyl-transferase TMTC3 OS=Mus musculus (Mouse) OX=10090 GN=Tmtc3 PE=1 SV=2,4,4,1,1,0,2
sp|Q8BT60|CPNE3_MOUSE,3.4,533,59584,Copine-3 OS=Mus musculus (Mouse) OX=10090 GN=Cpne3 PE=1 SV=2,2,1,2,0,0,0
sp|Q8BTH8|KC1G1_MOUSE,9.2,459,52743,Casein kinase I isoform gamma-1 OS=Mus musculus (Mouse) OX=10090 GN=Csnk1g1 PE=1 SV=2,11,7,0,2,4,5
sp|Q8BTM8|FLNA_MOUSE,40.9,2647,281218,Filamin-A OS=Mus musculus (Mouse) OX=10090 GN=Flna PE=1 SV=5,159,151,75,1,19,64
sp|Q8BTY2|S4A7_MOUSE,5.3,1034,116513,Sodium bicarbonate cotransporter 3 OS=Mus musculus (Mouse) OX=10090 GN=Slc4a7 PE=1 SV=2,7,7,0,0,2,5
sp|Q8BU30|SYIC_MOUSE,28,1262,144269,"Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Iars PE=1 SV=2",63,63,26,1,14,22
sp|Q8BUJ9|LRP12_MOUSE,3.5,858,94550,Low-density lipoprotein receptor-related protein 12 OS=Mus musculus (Mouse) OX=10090 GN=Lrp12 PE=2 SV=2,5,5,1,1,1,2
sp|Q8BUR4|DOCK1_MOUSE,1.2,1865,215083,Dedicator of cytokinesis protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Dock1 PE=1 SV=3,2,2,2,0,0,0
sp|Q8BVE3|VATH_MOUSE,27.3,483,55854,V-type proton ATPase subunit H OS=Mus musculus (Mouse) OX=10090 GN=Atp6v1h PE=1 SV=1,11,11,10,0,0,1
sp|Q8BVP5|KC1G2_MOUSE,4.1,415,47582,Casein kinase I isoform gamma-2 OS=Mus musculus (Mouse) OX=10090 GN=Csnk1g2 PE=1 SV=1,8,4,1,1,3,3
sp|Q8C4X2|KC1G3_MOUSE,4,424,48937,Casein kinase I isoform gamma-3 OS=Mus musculus (Mouse) OX=10090 GN=Csnk1g3 PE=1 SV=2,8,4,1,1,3,3
sp|Q8BVY0|RL1D1_MOUSE,15,452,50421,Ribosomal L1 domain-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Rsl1d1 PE=1 SV=1,7,7,2,1,1,3
sp|Q8BWQ6|VP35L_MOUSE,5,963,109076,VPS35 endosomal protein sorting factor-like OS=Mus musculus (Mouse) OX=10090 GN=Vps35l PE=1 SV=2,4,4,2,0,0,2
sp|Q8BWT5|DIP2A_MOUSE,3.9,1523,165253,Disco-interacting protein 2 homolog A OS=Mus musculus (Mouse) OX=10090 GN=Dip2a PE=1 SV=3,7,0,2,0,2,3
sp|Q8BWY3|ERF1_MOUSE,18.8,437,49030,Eukaryotic peptide chain release factor subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Etf1 PE=1 SV=4,8,8,8,0,0,0
sp|Q8BWY9|CIP2A_MOUSE,6.4,907,102042,Protein CIP2A OS=Mus musculus (Mouse) OX=10090 GN=Cip2a PE=1 SV=3,10,10,1,1,4,4
sp|Q8BWZ3|NAA25_MOUSE,4.1,972,111706,"N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Mus musculus (Mouse) OX=10090 GN=Naa25 PE=1 SV=1",6,6,4,0,1,1
sp|Q8BX17|GEMI5_MOUSE,1.7,1502,166590,Gem-associated protein 5 OS=Mus musculus (Mouse) OX=10090 GN=Gemin5 PE=1 SV=2,6,6,2,0,2,2
sp|Q8BX70|VP13C_MOUSE,7.8,3748,420084,Vacuolar protein sorting-associated protein 13C OS=Mus musculus (Mouse) OX=10090 GN=Vps13c PE=1 SV=2,25,25,2,0,2,21
sp|Q8BXN9|TM87A_MOUSE,5.8,555,63379,Transmembrane protein 87A OS=Mus musculus (Mouse) OX=10090 GN=Tmem87a PE=1 SV=1,4,4,2,1,1,0
sp|Q8BXZ1|TMX3_MOUSE,10.1,456,51847,Protein disulfide-isomerase TMX3 OS=Mus musculus (Mouse) OX=10090 GN=Tmx3 PE=1 SV=2,4,4,4,0,0,0
sp|Q8BY71|HAT1_MOUSE,13,416,49278,Histone acetyltransferase type B catalytic subunit OS=Mus musculus (Mouse) OX=10090 GN=Hat1 PE=1 SV=1,4,4,4,0,0,0
sp|Q8BY87|UBP47_MOUSE,2,1376,157454,Ubiquitin carboxyl-terminal hydrolase 47 OS=Mus musculus (Mouse) OX=10090 GN=Usp47 PE=1 SV=2,3,3,3,0,0,0
sp|Q8BYC6|TAOK3_MOUSE,3.2,898,105335,Serine/threonine-protein kinase TAO3 OS=Mus musculus (Mouse) OX=10090 GN=Taok3 PE=1 SV=2,5,2,0,0,2,3
sp|Q8BYY4|TT39B_MOUSE,2.4,617,70292,Tetratricopeptide repeat protein 39B OS=Mus musculus (Mouse) OX=10090 GN=Ttc39b PE=1 SV=1,2,2,2,0,0,0
sp|Q8BZA9|TIGAR_MOUSE,21.9,269,29190,"Fructose-2,6-bisphosphatase TIGAR OS=Mus musculus (Mouse) OX=10090 GN=Tigar PE=1 SV=1",7,7,0,0,3,4
sp|Q8C079|STRP1_MOUSE,11,837,95584,Striatin-interacting protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Strip1 PE=1 SV=2,14,14,2,1,4,7
sp|Q8C0D5|EFL1_MOUSE,3.3,1127,125776,Elongation factor-like GTPase 1 OS=Mus musculus (Mouse) OX=10090 GN=Efl1 PE=1 SV=1,4,4,2,0,2,0
sp|Q8C0E2|VP26B_MOUSE,9.2,336,39124,Vacuolar protein sorting-associated protein 26B OS=Mus musculus (Mouse) OX=10090 GN=Vps26b PE=1 SV=1,3,2,3,0,0,0
sp|Q8C0I1|ADAS_MOUSE,7,645,71683,"Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Mus musculus (Mouse) OX=10090 GN=Agps PE=1 SV=1",3,3,3,0,0,0
sp|Q8C1A5|THOP1_MOUSE,18.9,687,78025,Thimet oligopeptidase OS=Mus musculus (Mouse) OX=10090 GN=Thop1 PE=1 SV=1,11,11,9,0,2,0
sp|Q8C261|NCKX5_MOUSE,6.6,501,54983,Sodium/potassium/calcium exchanger 5 OS=Mus musculus (Mouse) OX=10090 GN=Slc24a5 PE=2 SV=1,7,7,1,1,3,2
sp|Q8C2E7|WASC5_MOUSE,5.3,1159,134109,WASH complex subunit 5 OS=Mus musculus (Mouse) OX=10090 GN=Washc5 PE=1 SV=2,6,6,5,0,1,0
sp|Q8C3X8|LMF2_MOUSE,4.8,702,79996,Lipase maturation factor 2 OS=Mus musculus (Mouse) OX=10090 GN=Lmf2 PE=1 SV=1,4,4,2,0,1,1
sp|Q8C3Y4|KNTC1_MOUSE,5.1,2207,250355,Kinetochore-associated protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Kntc1 PE=1 SV=2,19,19,6,1,6,6
sp|Q8C4J7|TBL3_MOUSE,3.6,801,88265,Transducin beta-like protein 3 OS=Mus musculus (Mouse) OX=10090 GN=Tbl3 PE=2 SV=1,2,2,2,0,0,0
sp|Q8C7X2|EMC1_MOUSE,8.4,997,111604,ER membrane protein complex subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Emc1 PE=1 SV=1,6,6,6,0,0,0
sp|Q8C827|ZFP62_MOUSE,3.9,914,104811,Zinc finger protein 62 OS=Mus musculus (Mouse) OX=10090 GN=Zfp62 PE=1 SV=1,3,3,0,0,3,0
sp|Q8C863|ITCH_MOUSE,9.6,864,98992,E3 ubiquitin-protein ligase Itchy OS=Mus musculus (Mouse) OX=10090 GN=Itch PE=1 SV=2,17,13,5,1,2,9
sp|Q8C9B9|DIDO1_MOUSE,2,2256,247173,Death-inducer obliterator 1 OS=Mus musculus (Mouse) OX=10090 GN=Dido1 PE=1 SV=4,3,3,0,0,0,3
sp|Q8CAQ8|MIC60_MOUSE,12.3,757,83899,MICOS complex subunit Mic60 OS=Mus musculus (Mouse) OX=10090 GN=Immt PE=1 SV=1,10,10,3,0,1,6
sp|Q8CBQ5|P4K2B_MOUSE,13,469,53477,Phosphatidylinositol 4-kinase type 2-beta OS=Mus musculus (Mouse) OX=10090 GN=Pi4k2b PE=1 SV=1,11,11,2,1,5,3
sp|Q8CDM1|ATAD2_MOUSE,4.8,1040,117942,ATPase family AAA domain-containing protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Atad2 PE=1 SV=1,5,5,1,0,0,4
sp|Q8CDN6|TXNL1_MOUSE,17,289,32237,Thioredoxin-like protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Txnl1 PE=1 SV=3,3,3,3,0,0,0
sp|Q8CEC0|NUP88_MOUSE,5,753,84937,Nuclear pore complex protein Nup88 OS=Mus musculus (Mouse) OX=10090 GN=Nup88 PE=1 SV=1,3,3,3,0,0,0
sp|Q8CFE6|S38A2_MOUSE,8.9,504,55503,Sodium-coupled neutral amino acid transporter 2 OS=Mus musculus (Mouse) OX=10090 GN=Slc38a2 PE=1 SV=1,10,10,3,2,2,3
sp|Q8CFI0|NED4L_MOUSE,2.9,1004,115418,E3 ubiquitin-protein ligase NEDD4-like OS=Mus musculus (Mouse) OX=10090 GN=Nedd4l PE=1 SV=2,6,3,3,0,2,1
sp|Q8CFI7|RPB2_MOUSE,4.1,1174,133909,DNA-directed RNA polymerase II subunit RPB2 OS=Mus musculus (Mouse) OX=10090 GN=Polr2b PE=1 SV=2,7,7,5,0,1,1
sp|Q8CFQ3|AQR_MOUSE,1.5,1481,170292,RNA helicase aquarius OS=Mus musculus (Mouse) OX=10090 GN=Aqr PE=1 SV=2,2,2,2,0,0,0
sp|Q8CG48|SMC2_MOUSE,2.3,1191,134238,Structural maintenance of chromosomes protein 2 OS=Mus musculus (Mouse) OX=10090 GN=Smc2 PE=1 SV=2,12,12,3,4,4,1
sp|Q8CGC7|SYEP_MOUSE,21,1512,170077,Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus (Mouse) OX=10090 GN=Eprs PE=1 SV=4,41,41,25,0,5,11
sp|Q8CGK3|LONM_MOUSE,13.9,949,105841,"Lon protease homolog, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Lonp1 PE=1 SV=2",13,13,11,0,1,1
sp|Q8CGU1|CACO1_MOUSE,5.4,691,77279,Calcium-binding and coiled-coil domain-containing protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Calcoco1 PE=1 SV=2,8,8,2,2,1,3
sp|Q8CGY8|OGT1_MOUSE,6.8,1046,116950,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Mus musculus (Mouse) OX=10090 GN=Ogt PE=1 SV=2,6,6,5,0,1,0
sp|Q8CHH9|SEPT8_MOUSE,5.8,429,49812,Septin-8 OS=Mus musculus (Mouse) OX=10090 GN=Septin8 PE=1 SV=4,4,1,3,0,1,0
sp|Q8CHY3|DYM_MOUSE,3,669,75847,Dymeclin OS=Mus musculus (Mouse) OX=10090 GN=Dym PE=1 SV=1,4,4,1,0,1,2
sp|Q8CI59|STEA3_MOUSE,26.2,488,54748,Metalloreductase STEAP3 OS=Mus musculus (Mouse) OX=10090 GN=Steap3 PE=1 SV=1,23,23,7,3,7,6
sp|Q8CI71|VPS50_MOUSE,5.3,964,111173,Syndetin OS=Mus musculus (Mouse) OX=10090 GN=Vps50 PE=1 SV=2,3,3,3,0,0,0
sp|Q8CI94|PYGB_MOUSE,7.5,843,96729,"Glycogen phosphorylase, brain form OS=Mus musculus (Mouse) OX=10090 GN=Pygb PE=1 SV=3",5,5,5,0,0,0
sp|Q8CI95|OSB11_MOUSE,3.1,751,83628,Oxysterol-binding protein-related protein 11 OS=Mus musculus (Mouse) OX=10090 GN=Osbpl11 PE=1 SV=2,2,2,2,0,0,0
sp|S4R1M9|OSB10_MOUSE,3,766,83855,Oxysterol-binding protein-related protein 10 OS=Mus musculus (Mouse) OX=10090 GN=Osbpl10 PE=1 SV=1,2,2,2,0,0,0
sp|Q8CIE6|COPA_MOUSE,18.5,1224,138430,Coatomer subunit alpha OS=Mus musculus (Mouse) OX=10090 GN=Copa PE=1 SV=2,33,33,16,0,7,10
sp|Q8CIG8|ANM5_MOUSE,5.8,637,72679,Protein arginine N-methyltransferase 5 OS=Mus musculus (Mouse) OX=10090 GN=Prmt5 PE=1 SV=3,3,3,3,0,0,0
sp|Q8CJ27|ASPM_MOUSE,3.7,3122,364214,Abnormal spindle-like microcephaly-associated protein homolog OS=Mus musculus (Mouse) OX=10090 GN=Aspm PE=1 SV=2,15,15,1,0,3,11
sp|Q8CJF7|ELYS_MOUSE,3.5,2243,247643,Protein ELYS OS=Mus musculus (Mouse) OX=10090 GN=Ahctf1 PE=1 SV=1,7,7,0,0,2,5
sp|Q8JZK9|HMCS1_MOUSE,16.3,520,57568,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Mus musculus (Mouse) OX=10090 GN=Hmgcs1 PE=1 SV=1",7,7,6,0,0,1
sp|Q8JZN5|ACAD9_MOUSE,5.3,625,68721,"Complex I assembly factor ACAD9, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Acad9 PE=1 SV=2",3,3,3,0,0,0
sp|Q8JZN7|MIRO2_MOUSE,3.1,620,69070,Mitochondrial Rho GTPase 2 OS=Mus musculus (Mouse) OX=10090 GN=Rhot2 PE=1 SV=1,4,2,2,0,0,2
sp|Q8JZQ9|EIF3B_MOUSE,16.2,803,91369,Eukaryotic translation initiation factor 3 subunit B OS=Mus musculus (Mouse) OX=10090 GN=Eif3b PE=1 SV=1,12,12,11,0,1,0
sp|Q8JZR0|ACSL5_MOUSE,3.1,683,76205,Long-chain-fatty-acid--CoA ligase 5 OS=Mus musculus (Mouse) OX=10090 GN=Acsl5 PE=1 SV=1,2,2,2,0,0,0
sp|Q8JZR6|S4A8_MOUSE,7.8,1089,122420,Electroneutral sodium bicarbonate exchanger 1 OS=Mus musculus (Mouse) OX=10090 GN=Slc4a8 PE=2 SV=1,7,7,0,0,3,4
sp|Q8JZU2|TXTP_MOUSE,7.7,311,33931,"Tricarboxylate transport protein, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Slc25a1 PE=1 SV=1",2,2,2,0,0,0
sp|Q8JZZ7|AGRL2_MOUSE,6.5,1487,166576,Adhesion G protein-coupled receptor L2 OS=Mus musculus (Mouse) OX=10090 GN=Adgrl2 PE=1 SV=3,6,6,0,0,2,4
sp|Q8K009|AL1L2_MOUSE,9.1,923,101589,Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus (Mouse) OX=10090 GN=Aldh1l2 PE=1 SV=2,6,6,6,0,0,0
sp|Q8K021|SCAM1_MOUSE,10.1,338,38028,Secretory carrier-associated membrane protein 1 OS=Mus musculus (Mouse) OX=10090 GN=Scamp1 PE=1 SV=1,4,4,2,0,1,1
sp|Q8K0C4|CP51A_MOUSE,14.9,503,56775,Lanosterol 14-alpha demethylase OS=Mus musculus (Mouse) OX=10090 GN=Cyp51a1 PE=1 SV=1,10,10,7,0,1,2
sp|Q8K0D0|CDK17_MOUSE,3.6,523,59505,Cyclin-dependent kinase 17 OS=Mus musculus (Mouse) OX=10090 GN=Cdk17 PE=1 SV=2,8,1,2,2,2,2
sp|Q8K0D5|EFGM_MOUSE,11.6,751,83549,"Elongation factor G, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Gfm1 PE=1 SV=1",8,8,8,0,0,0
sp|Q8K157|GALM_MOUSE,22.2,342,37798,Aldose 1-epimerase OS=Mus musculus (Mouse) OX=10090 GN=Galm PE=1 SV=1,5,5,5,0,0,0
sp|Q8K183|PDXK_MOUSE,15.7,312,35015,Pyridoxal kinase OS=Mus musculus (Mouse) OX=10090 GN=Pdxk PE=1 SV=1,4,4,4,0,0,0
sp|Q8K1J6|TRNT1_MOUSE,13.4,434,49895,"CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Trnt1 PE=1 SV=1",4,4,4,0,0,0
sp|Q8K1M6|DNM1L_MOUSE,12.8,742,82657,Dynamin-1-like protein OS=Mus musculus (Mouse) OX=10090 GN=Dnm1l PE=1 SV=2,11,11,7,0,1,3
sp|Q8K284|TF3C1_MOUSE,4.9,2101,237474,General transcription factor 3C polypeptide 1 OS=Mus musculus (Mouse) OX=10090 GN=Gtf3c1 PE=1 SV=2,10,10,0,0,2,8
sp|Q8K2A8|ALG3_MOUSE,5.5,438,50185,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase OS=Mus musculus (Mouse) OX=10090 GN=Alg3 PE=1 SV=2",4,4,1,0,1,2
sp|Q8K2B3|SDHA_MOUSE,19.1,664,72585,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Sdha PE=1 SV=1",10,10,10,0,0,0
sp|Q8K2C9|HACD3_MOUSE,11.6,362,43131,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus (Mouse) OX=10090 GN=Hacd3 PE=1 SV=2,6,6,3,0,1,2
sp|Q8K2P7|S38A1_MOUSE,3.9,485,53795,Sodium-coupled neutral amino acid transporter 1 OS=Mus musculus (Mouse) OX=10090 GN=Slc38a1 PE=1 SV=1,4,4,1,0,1,2
sp|Q8K2Q7|BROX_MOUSE,5.1,411,46201,BRO1 domain-containing protein BROX OS=Mus musculus (Mouse) OX=10090 GN=Brox PE=1 SV=1,4,4,2,0,1,1
sp|Q8K2V6|IPO11_MOUSE,4.3,975,112415,Importin-11 OS=Mus musculus (Mouse) OX=10090 GN=Ipo11 PE=1 SV=1,4,4,3,0,0,1
sp|Q8K2Z4|CND1_MOUSE,2.2,1392,155663,Condensin complex subunit 1 OS=Mus musculus (Mouse) OX=10090 GN=Ncapd2 PE=1 SV=2,5,5,3,0,1,1
sp|Q8K310|MATR3_MOUSE,6.5,846,94629,Matrin-3 OS=Mus musculus (Mouse) OX=10090 GN=Matr3 PE=1 SV=1,6,6,5,0,0,1
sp|Q8K358|PIGU_MOUSE,8.8,434,49804,Phosphatidylinositol glycan anchor biosynthesis class U protein OS=Mus musculus (Mouse) OX=10090 GN=Pigu PE=1 SV=4,10,10,4,0,3,3
sp|Q8K363|DDX18_MOUSE,7.6,660,74180,ATP-dependent RNA helicase DDX18 OS=Mus musculus (Mouse) OX=10090 GN=Ddx18 PE=1 SV=1,4,4,2,0,1,1
sp|Q8K3K8|OPTN_MOUSE,8.2,584,67017,Optineurin OS=Mus musculus (Mouse) OX=10090 GN=Optn PE=1 SV=1,6,6,1,1,1,3
sp|Q8K411|PREP_MOUSE,5.1,1036,117370,"Presequence protease, mitochondrial OS=Mus musculus (Mouse) OX=10090 GN=Pitrm1 PE=1 SV=1",4,4,4,0,0,0
